R_fighter,B_fighter,Merged,Merged2,R_odds,B_odds,R_ev,B_ev,date,location,country,Winner,title_bout,weight_class,gender,no_of_rounds,B_current_lose_streak,B_current_win_streak,B_draw,B_avg_SIG_STR_landed,B_avg_SIG_STR_pct,B_avg_SUB_ATT,B_avg_TD_landed,B_avg_TD_pct,B_longest_win_streak,B_losses,B_total_rounds_fought,B_total_title_bouts,B_win_by_Decision_Majority,B_win_by_Decision_Split,B_win_by_Decision_Unanimous,B_win_by_KO/TKO,B_win_by_Submission,B_win_by_TKO_Doctor_Stoppage,B_wins,B_Stance,B_Height_cms,B_Reach_cms,B_Weight_lbs,R_current_lose_streak,R_current_win_streak,R_draw,R_avg_SIG_STR_landed,R_avg_SIG_STR_pct,R_avg_SUB_ATT,R_avg_TD_landed,R_avg_TD_pct,R_longest_win_streak,R_losses,R_total_rounds_fought,R_total_title_bouts,R_win_by_Decision_Majority,R_win_by_Decision_Split,R_win_by_Decision_Unanimous,R_win_by_KO/TKO,R_win_by_Submission,R_win_by_TKO_Doctor_Stoppage,R_wins,R_Stance,R_Height_cms,R_Reach_cms,R_Weight_lbs,R_age,B_age,lose_streak_dif,win_streak_dif,longest_win_streak_dif,win_dif,loss_dif,total_round_dif,total_title_bout_dif,ko_dif,sub_dif,height_dif,reach_dif,age_dif,sig_str_dif,avg_sub_att_dif,avg_td_dif,empty_arena,constant_1,B_match_weightclass_rank,R_match_weightclass_rank,R_Women's Flyweight_rank,R_Women's Featherweight_rank,R_Women's Strawweight_rank,R_Women's Bantamweight_rank,R_Heavyweight_rank,R_Light Heavyweight_rank,R_Middleweight_rank,R_Welterweight_rank,R_Lightweight_rank,R_Featherweight_rank,R_Bantamweight_rank,R_Flyweight_rank,R_Pound-for-Pound_rank,B_Women's Flyweight_rank,B_Women's Featherweight_rank,B_Women's Strawweight_rank,B_Women's Bantamweight_rank,B_Heavyweight_rank,B_Light Heavyweight_rank,B_Middleweight_rank,B_Welterweight_rank,B_Lightweight_rank,B_Featherweight_rank,B_Bantamweight_rank,B_Flyweight_rank,B_Pound-for-Pound_rank,better_rank,finish,finish_details,finish_round,finish_round_time,total_fight_time_secs,r_dec_odds,b_dec_odds,r_sub_odds,b_sub_odds,r_ko_odds,b_ko_odds
Impa Kasanganay,Carlston Harris,Impa Kasanganay Carlston Harris 44457,Carlston Harris Impa Kasanganay 44457,-105,-115,95.23809524,86.95652174,18-09-21,"Las Vegas, Nevada, USA",USA,Blue,FALSE,Welterweight,MALE,3,0,1,0,5.27,0.49,2.7,0,0,1,0,1,0,0,0,0,0,1,0,1,Orthodox,182.88,193.04,170,0,1,0,4.96,0.48,0.2,1.75,0.58,3,1,13,0,0,0,3,0,1,0,4,Orthodox,180.34,190.5,170,27,34,0,0,-2,-3,-1,-12,0,0,0,2.54,2.54,7,0.31,2.5,-1.75,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punches,1,2:38,158,175,400,1100,250,450,600
Emily Whitmire,Hannah Goldy,Emily Whitmire Hannah Goldy 44457,Hannah Goldy Emily Whitmire 44457,-125,105,80,105,18-09-21,"Las Vegas, Nevada, USA",USA,Blue,FALSE,Women's Flyweight,FEMALE,3,2,0,0,6.05,0.47,0.3,0.61,0.33,1,2,9,0,0,0,1,0,0,0,1,Orthodox,162.56,154.94,125,2,0,0,2.5,0.31,0.5,1.9,0.66,2,3,8,0,0,0,1,0,1,0,2,Orthodox,165.1,160.02,125,30,29,0,0,-1,-1,-1,1,0,0,-1,-2.54,-5.08,-1,3.55,-0.2,-1.29,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,Armbar,1,4:17,257,120,180,800,1100,1400,700
Derek Brunson,Darren Till,Derek Brunson Darren Till 44443,Darren Till Derek Brunson 44443,130,-150,130,66.66666667,04-09-21,"Las Vegas, Nevada, USA",USA,Red,FALSE,Middleweight,MALE,5,1,0,1,2.26,0.46,0,0.5,0.41,4,3,29,1,0,1,3,2,0,0,6,Southpaw,182.88,187.96,185,0,4,0,3.45,0.47,0.5,3.15,0.34,5,6,44,0,0,0,7,7,2,0,16,Southpaw,185.42,195.58,185,37,28,1,-4,-1,-10,-3,-15,1,-5,-2,-2.54,-7.62,-9,-1.19,-0.5,-2.65,1,1,7,5,,,,,,,5,,,,,,,,,,,,,7,,,,,,,Red,SUB,Rear Naked Choke,3,2:13,733,450,350,2000,1600,300,130
Tom Aspinall,Serghei Spivac,Tom Aspinall Serghei Spivac 44443,Serghei Spivac Tom Aspinall 44443,-240,195,41.66666667,195,04-09-21,"Las Vegas, Nevada, USA",USA,Red,FALSE,Heavyweight,MALE,3,0,3,0,3.71,0.49,0.2,2.72,0.57,3,2,14,0,1,0,1,1,1,0,4,Orthodox,190.5,198.12,260,0,3,0,7.19,0.65,1.4,2.73,1,3,0,4,0,0,0,0,2,1,0,3,Orthodox,195.58,198.12,256,28,26,0,0,0,1,2,10,0,-1,0,-5.08,0,-2,-3.48,-1.2,-0.01,1,1,14,13,,,,,13,,,,,,,,,,,,,14,,,,,,,,,Red,KO/TKO,Elbow,1,2:30,150,400,550,500,800,120,550
Alex Morono,David Zawada,Alex Morono David Zawada 44443,David Zawada Alex Morono 44443,-125,105,80,105,04-09-21,"Las Vegas, Nevada, USA",USA,Red,FALSE,Welterweight,MALE,3,1,0,0,3.84,0.41,1.7,0.97,0.33,1,3,10,0,0,0,0,0,1,0,1,Orthodox,182.88,190.5,170,0,1,0,5.14,0.42,0.4,0.38,0.25,3,4,30,0,0,1,4,2,1,0,8,Orthodox,180.34,182.88,170,31,31,1,-1,-2,-7,-1,-20,0,-2,0,2.54,7.62,0,-1.3,1.3,0.59,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3,5:00,900,180,250,600,650,500,500
Modestas Bukauskas,Khalil Rountree Jr.,Modestas Bukauskas Khalil Rountree Jr. 44443,Khalil Rountree Jr. Modestas Bukauskas 44443,-160,140,62.5,140,04-09-21,"Las Vegas, Nevada, USA",USA,Blue,FALSE,Light Heavyweight,MALE,3,2,0,0,3.24,0.38,0.2,0,0,3,5,18,0,0,0,1,3,0,0,4,Southpaw,185.42,193.04,205,2,0,0,3.59,0.37,0,0,0,1,2,5,0,0,0,0,1,0,0,1,Switch,190.5,198.12,205,27,31,0,0,2,3,3,13,0,2,0,-5.08,-5.08,4,-0.35,0.2,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Kick,2,2:30,450,275,650,1100,2800,165,225
Paddy Pimblett,Luigi Vendramini,Paddy Pimblett Luigi Vendramini 44443,Luigi Vendramini Paddy Pimblett 44443,-145,125,68.96551724,125,04-09-21,"Las Vegas, Nevada, USA",USA,Red,FALSE,Lightweight,MALE,3,1,0,0,2.82,0.4,0.6,1.11,0.15,1,2,6,0,0,0,0,1,0,0,1,Orthodox,172.72,185.42,155,0,0,0,10.64,0.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,177.8,185.42,155,26,25,1,0,1,1,2,6,0,1,0,-5.08,0,-1,-7.82,0.6,1.11,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punches,1,4:25,265,300,380,275,800,350,400
Molly McCann,Ji Yeon Kim,Molly McCann Ji Yeon Kim 44443,Ji Yeon Kim Molly McCann 44443,-120,100,83.33333333,100,04-09-21,"Las Vegas, Nevada, USA",USA,Red,FALSE,Women's Flyweight,FEMALE,3,1,0,0,5.04,0.34,0,0,0,2,3,17,0,0,2,0,1,0,0,3,Orthodox,170.18,182.88,125,2,0,0,5.67,0.49,0.6,1.7,0.32,3,3,17,0,0,0,3,0,0,0,3,Orthodox,162.56,157.48,125,31,31,-1,0,-1,0,0,0,0,1,0,7.62,25.4,0,-0.63,-0.6,-1.7,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3,5:00,900,130,140,1100,1100,1000,1100
Jack Shore,Liudvik Sholinian,Jack Shore Liudvik Sholinian 44443,Liudvik Sholinian Jack Shore 44443,-630,450,15.87301587,450,04-09-21,"Las Vegas, Nevada, USA",USA,Red,FALSE,Bantamweight,MALE,3,0,0,0,1.27,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,177.8,180.34,135,0,3,0,4.03,0.58,0.9,4.47,0.41,3,0,8,0,0,1,0,0,2,0,3,Orthodox,172.72,180.34,135,26,31,0,-3,-3,-3,0,-8,0,0,-2,5.08,0,5,-2.76,-0.9,-4.47,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3,5:00,900,150,800,175,2200,350,1400
Julian Erosa,Charles Jourdain,Julian Erosa Charles Jourdain 44443,Charles Jourdain Julian Erosa 44443,170,-200,170,50,04-09-21,"Las Vegas, Nevada, USA",USA,Red,FALSE,Catch Weight,MALE,3,0,1,1,5.07,0.46,0.6,0,0,1,2,14,0,0,0,0,2,0,0,2,Switch,175.26,175.26,145,1,0,0,5.55,0.47,0.9,1.45,0.5,2,5,19,0,0,1,0,2,1,0,4,Southpaw,185.42,187.96,145,32,25,-1,1,-1,-2,-3,-5,0,0,-1,-10.16,-12.7,-7,-0.48,-0.3,-1.45,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,D'Arce Choke,3,2:56,776,450,500,600,1200,550,-110
Dalcha Lungiambula,Marc-Andre Barriault,Dalcha Lungiambula Marc-Andre Barriault 44443,Marc-Andre Barriault Dalcha Lungiambula 44443,140,-160,140,62.5,04-09-21,"Las Vegas, Nevada, USA",USA,Blue,FALSE,Middleweight,MALE,3,0,1,0,5.8,0.46,0,0.35,0.25,1,3,14,0,0,0,0,1,0,0,1,Orthodox,185.42,187.96,185,0,1,0,2.97,0.43,0,2.05,0.46,1,1,9,0,0,0,1,1,0,0,2,Orthodox,172.72,193.04,185,34,31,0,0,0,-1,2,5,0,0,0,12.7,-5.08,-3,2.83,0,-1.7,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3,5:00,900,350,250,2200,800,350,175
Edson Barboza,Giga Chikadze,Edson Barboza Giga Chikadze 44436,Giga Chikadze Edson Barboza 44436,-125,105,80,105,28-08-21,"Las Vegas, Nevada, USA",USA,Blue,FALSE,Featherweight,MALE,5,0,6,0,3.76,0.45,0.3,0.33,0.33,6,1,17,0,0,2,2,2,0,0,6,Orthodox,182.88,187.96,145,0,2,0,4.11,0.44,0.1,0.4,0.44,4,9,64,0,1,1,6,8,0,0,16,Orthodox,180.34,190.5,145,35,33,0,4,2,-10,-8,-47,0,-6,0,2.54,-2.54,-2,-0.35,0.2,-0.07,1,1,10,9,,,,,,,,,,9,,,,,,,,,,,,,10,,,,Red,KO/TKO,Punch,3,1:44,704,250,400,1400,2500,250,200
Bryan Battle,Gilbert Urbina,Bryan Battle Gilbert Urbina 44436,Gilbert Urbina Bryan Battle 44436,-200,170,50,170,28-08-21,"Las Vegas, Nevada, USA",USA,Red,FALSE,Middleweight,MALE,3,0,0,0,6.21,0.59,0,4.14,0.33,0,0,0,0,0,0,0,0,0,0,0,Orthodox,190.5,190.5,185,0,0,0,6.34,0.52,2.1,2.07,1,0,0,0,0,0,0,0,0,0,0,0,Orthodox,185.42,195.58,185,26,25,0,0,0,0,0,0,0,0,0,5.08,-5.08,-1,-0.13,-2.1,2.07,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,Rear Naked Choke,2,2:15,435,175,350,400,700,350,800
Ricky Turcios,Brady Hiestand,Ricky Turcios Brady Hiestand 44436,Brady Hiestand Ricky Turcios 44436,-145,125,68.96551724,125,28-08-21,"Las Vegas, Nevada, USA",USA,Red,FALSE,Bantamweight,MALE,3,0,0,0,4.4,0.49,0,6,0.54,0,0,0,0,0,0,0,0,0,0,0,Orthodox,172.72,180.34,135,1,0,0,7,0.45,0,1,0.22,0,1,3,0,0,0,0,0,0,0,0,Orthodox,175.26,180.34,135,28,22,-1,0,0,0,-1,-3,0,0,0,-2.54,0,-6,-2.6,0,5,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,S-DEC,,3,5:00,900,165,240,700,800,350,800
Kevin Lee,Daniel Rodriguez,Kevin Lee Daniel Rodriguez 44436,Daniel Rodriguez Kevin Lee 44436,-145,125,68.96551724,125,28-08-21,"Las Vegas, Nevada, USA",USA,Blue,FALSE,Welterweight,MALE,3,0,2,0,8.06,0.5,0.2,0.84,0.55,4,1,16,0,0,0,3,2,1,0,6,Southpaw,185.42,187.96,170,1,0,0,3.89,0.42,0.8,3.19,0.43,5,6,44,1,0,1,3,3,4,0,11,Orthodox,175.26,195.58,170,28,34,-1,2,-1,-5,-5,-28,-1,-1,-3,10.16,-7.62,6,4.17,-0.6,-2.35,1,1,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,neither,U-DEC,,3,5:00,900,215,330,300,1600,700,330
Andre Petroski,Micheal Gillmore,Andre Petroski Micheal Gillmore 44436,Micheal Gillmore Andre Petroski 44436,-550,400,18.18181818,400,28-08-21,"Las Vegas, Nevada, USA",USA,Red,FALSE,Middleweight,MALE,3,0,0,0,2.35,0.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,180.34,182.88,185,0,0,0,3.48,0.57,1.1,4.55,0.44,0,0,0,0,0,0,0,0,0,0,0,Switch,182.88,185.42,185,30,34,0,0,0,0,0,0,0,0,0,-2.54,-2.54,4,-1.13,-1.1,-4.55,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Elbows,3,3:12,792,500,1100,100,1800,225,800
Makhmud Muradov,Gerald Meerschaert,Makhmud Muradov Gerald Meerschaert 44436,Gerald Meerschaert Makhmud Muradov 44436,-575,410,17.39130435,410,28-08-21,"Las Vegas, Nevada, USA",USA,Blue,FALSE,Middleweight,MALE,3,0,1,0,3.41,0.44,1.8,2.58,0.4,2,6,24,0,0,0,0,1,6,0,7,Southpaw,185.42,195.58,185,0,3,0,5.39,0.42,0.3,0.31,0.16,3,0,9,0,0,0,1,2,0,0,3,Orthodox,187.96,190.5,185,31,33,0,-2,-1,4,6,15,0,-1,6,-2.54,5.08,2,-1.98,1.5,2.27,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,Rear Naked Choke,2,1:49,409,225,1200,1100,1000,-150,2000
Alessio Di Chirico,Abdul Razak Alhassan,Alessio Di Chirico Abdul Razak Alhassan 44436,Abdul Razak Alhassan Alessio Di Chirico 44436,-265,215,37.73584906,215,28-08-21,"Las Vegas, Nevada, USA",USA,Blue,FALSE,Middleweight,MALE,3,3,0,0,3.71,0.48,0,0.53,0.28,3,4,14,0,0,0,0,4,0,0,4,Orthodox,177.8,185.42,185,0,1,0,3.3,0.41,0,1.62,0.45,2,5,22,0,0,2,0,2,0,0,4,Orthodox,182.88,187.96,185,31,36,3,-1,1,0,-1,-8,0,2,0,-5.08,-2.54,5,0.41,0,-1.09,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Kick,1,0:17,17,175,700,650,3500,175,350
Sam Alvey,Wellington Turman,Sam Alvey Wellington Turman 44436,Wellington Turman Sam Alvey 44436,-105,-115,95.23809524,86.95652174,28-08-21,"Las Vegas, Nevada, USA",USA,Blue,FALSE,Middleweight,MALE,3,2,0,0,3.04,0.47,0.6,2.22,0.22,1,3,8,0,0,0,1,0,0,0,1,Orthodox,182.88,182.88,185,5,0,1,3.29,0.44,0.1,0.07,0.16,4,10,46,0,0,2,2,5,1,0,10,Southpaw,187.96,190.5,185,35,25,-3,0,-3,-9,-7,-38,0,-5,-1,-5.08,-7.62,-10,-0.25,0.5,2.15,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,S-DEC,,3,5:00,900,350,250,2000,450,240,400
Dustin Jacoby,Darren Stewart,Dustin Jacoby Darren Stewart 44436,Darren Stewart Dustin Jacoby 44436,-200,170,50,170,28-08-21,"Las Vegas, Nevada, USA",USA,Red,FALSE,Light Heavyweight,MALE,3,2,0,0,3.05,0.45,0.1,1.75,0.45,3,6,28,0,0,1,1,2,1,0,5,Orthodox,182.88,187.96,205,0,3,1,4.32,0.49,0,0.35,0.4,3,2,16,0,0,0,2,1,0,0,3,Orthodox,190.5,193.04,205,33,30,2,-3,0,2,4,12,0,1,1,-7.62,-5.08,-3,-1.27,0.1,1.4,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punches,1,3:04,184,140,350,1600,1000,250,650
JJ Aldrich,Vanessa Demopoulos,JJ Aldrich Vanessa Demopoulos 44436,Vanessa Demopoulos JJ Aldrich 44436,-475,350,21.05263158,350,28-08-21,"Las Vegas, Nevada, USA",USA,Red,FALSE,Women's Flyweight,FEMALE,3,1,0,0,3.13,0.42,1,0,0,0,1,3,0,0,0,0,0,0,0,0,Orthodox,157.48,149.86,125,0,1,0,4.05,0.44,0,0.82,0.41,3,3,23,0,0,1,4,0,0,0,5,Southpaw,165.1,170.18,125,28,32,1,-1,-3,-5,-2,-20,0,0,0,-7.62,-20.32,4,-0.92,1,-0.82,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3,5:00,900,-175,525,1000,1600,380,1800
Jamall Emmers,Pat Sabatini,Jamall Emmers Pat Sabatini 44436,Pat Sabatini Jamall Emmers 44436,-150,130,66.66666667,130,28-08-21,"Las Vegas, Nevada, USA",USA,Blue,FALSE,Featherweight,MALE,3,0,1,0,1.6,0.5,2.7,0.89,0.16,1,0,3,0,0,0,1,0,0,0,1,Orthodox,172.72,177.8,145,0,1,0,5.73,0.53,0.4,2.76,0.53,1,2,8,0,0,0,1,0,0,0,1,Orthodox,177.8,187.96,145,32,30,0,0,0,0,-2,-5,0,0,0,-5.08,-10.16,-2,-4.13,2.3,-1.87,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,Heel Hook,1,1:53,113,120,275,1100,450,550,1100
Mana Martinez,Guido Cannetti,Mana Martinez Guido Cannetti 44436,Guido Cannetti Mana Martinez 44436,-305,240,32.78688525,240,28-08-21,"Las Vegas, Nevada, USA",USA,Red,FALSE,Bantamweight,MALE,3,2,0,0,3.2,0.54,0.2,2.04,0.5,1,4,12,0,0,0,2,0,0,0,2,Southpaw,167.64,172.72,135,1,0,0,4.84,0.5,0.9,1.73,0.66,0,1,1,0,0,0,0,0,0,0,0,Orthodox,177.8,177.8,135,25,41,1,0,1,2,3,11,0,0,0,-10.16,-5.08,16,-1.64,-0.7,0.31,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,S-DEC,,3,5:00,900,450,550,900,700,-135,900
Jared Cannonier,Kelvin Gastelum,Jared Cannonier Kelvin Gastelum 8/21/2021,Kelvin Gastelum Jared Cannonier 8/21/2021,-145,125,68.96551724,125,8/21/2021,"Las Vegas, Nevada, USA",USA,Red,FALSE,Middleweight,MALE,5,1,0,0,3.53,0.41,0.1,1.05,0.32,5,7,52,1,0,3,3,3,2,0,11,Southpaw,175.26,180.34,185,1,0,0,3.6,0.49,0,0.12,0.33,3,5,23,0,0,0,1,5,0,0,6,Switch,180.34,195.58,185,37,29,0,0,2,5,2,29,1,-2,2,-5.08,-15.24,-8,-0.07,0.1,0.93,1,1,9,3,,,,,,,3,,,,,,,,,,,,,9,,,,,,,Red,U-DEC,,5,5:00,1500,300,240,1000,1100,175,600
Clay Guida,Mark Madsen,Clay Guida Mark Madsen 8/21/2021,Mark Madsen Clay Guida 8/21/2021,150,-170,150,58.82352941,8/21/2021,"Las Vegas, Nevada, USA",USA,Blue,FALSE,Lightweight,MALE,3,0,2,0,4.33,0.48,0,4.33,0.6,2,0,4,0,0,0,1,1,0,0,2,Orthodox,172.72,182.88,155,0,1,0,2.53,0.34,0.7,3.24,0.38,4,15,90,0,0,3,9,2,4,0,18,Orthodox,170.18,177.8,155,39,36,0,1,-2,-16,-15,-86,0,-1,-4,2.54,5.08,-3,1.8,-0.7,1.09,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,S-DEC,,3,5:00,900,275,120,900,600,700,700
Parker Porter,Chase Sherman,Parker Porter Chase Sherman 8/21/2021,Chase Sherman Parker Porter 8/21/2021,170,-200,170,50,8/21/2021,"Las Vegas, Nevada, USA",USA,Red,FALSE,Heavyweight,MALE,3,1,0,0,6.24,0.45,0,0,0,2,6,22,0,0,0,1,2,0,0,3,Orthodox,193.04,198.12,250,0,1,0,8.48,0.51,0.7,1.42,0.3,1,1,4,0,0,0,1,0,0,0,1,Orthodox,182.88,190.5,265,36,31,1,-1,1,2,5,18,0,2,0,10.16,7.62,-5,-2.24,-0.7,-1.42,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3,5:00,900,450,300,900,1600,500,120
Trevin Jones,Saidyokub Kakhramonov,Trevin Jones Saidyokub Kakhramonov 8/21/2021,Saidyokub Kakhramonov Trevin Jones 8/21/2021,-150,130,66.66666667,130,8/21/2021,"Las Vegas, Nevada, USA",USA,Blue,FALSE,Bantamweight,MALE,3,0,0,0,2.46,0.55,4.1,2.05,0.28,0,0,0,0,0,0,0,0,0,0,0,Orthodox,172.72,175.26,135,0,1,0,2.22,0.54,0,1.09,0.15,1,0,4,0,0,0,0,1,0,0,1,Southpaw,170.18,177.8,135,31,25,0,-1,-1,-1,0,-4,0,-1,0,2.54,-2.54,-6,0.24,4.1,0.96,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,Guillotine Choke,3,4:39,879,550,275,400,700,150,600
Vinc Pichel,Austin Hubbard,Vinc Pichel Austin Hubbard 8/21/2021,Austin Hubbard Vinc Pichel 8/21/2021,-140,120,71.42857143,120,8/21/2021,"Las Vegas, Nevada, USA",USA,Red,FALSE,Lightweight,MALE,3,0,1,0,3.67,0.47,0,1.35,0.61,1,3,15,0,0,0,2,1,0,0,3,Orthodox,177.8,180.34,155,0,2,0,3.42,0.45,0.3,3.29,0.54,4,2,19,0,0,0,5,1,0,0,6,Orthodox,177.8,182.88,155,38,29,0,-1,-3,-3,1,-4,0,0,0,0,-2.54,-9,0.25,-0.3,-1.94,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3,5:00,900,140,180,1200,1000,700,550
Alexandre Pantoja,Brandon Royval,Alexandre Pantoja Brandon Royval 8/21/2021,Brandon Royval Alexandre Pantoja 8/21/2021,-170,150,58.82352941,150,8/21/2021,"Las Vegas, Nevada, USA",USA,Red,FALSE,Flyweight,MALE,3,1,0,0,3.44,0.41,1.7,1.16,1,2,1,5,0,0,0,0,0,2,0,2,Southpaw,175.26,172.72,125,0,1,0,4.24,0.48,1.1,1.26,0.38,3,3,24,0,0,1,2,2,2,0,7,Orthodox,165.1,170.18,125,31,29,1,-1,-1,-5,-2,-19,0,-2,0,10.16,2.54,-2,-0.8,0.6,-0.1,1,1,6,3,,,,,,,,,,,,3,,,,,,,,,,,,,6,,Red,SUB,Rear Naked Choke,2,1:46,406,165,350,450,600,400,700
Austin Lingo,Luis Saldana,Austin Lingo Luis Saldana 8/21/2021,Luis Saldana Austin Lingo 8/21/2021,100,-120,100,83.33333333,8/21/2021,"Las Vegas, Nevada, USA",USA,Red,FALSE,Featherweight,MALE,3,0,2,0,4.66,0.5,0.4,0,0,2,0,6,0,0,0,1,1,0,0,2,Orthodox,180.34,185.42,145,0,1,0,4,0.42,0,0.67,0.66,1,1,6,0,0,0,1,0,0,0,1,Orthodox,177.8,177.8,145,27,30,0,1,1,1,-1,0,0,1,0,2.54,7.62,3,0.66,0.4,-0.67,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3,5:00,900,250,240,900,600,350,350
Brian Kelleher,Domingo Pilarte,Brian Kelleher Domingo Pilarte 8/21/2021,Domingo Pilarte Brian Kelleher 8/21/2021,-170,150,58.82352941,150,8/21/2021,"Las Vegas, Nevada, USA",USA,Red,FALSE,Bantamweight,MALE,3,1,0,0,1.31,0.47,0.8,1.2,0.42,1,1,6,0,0,0,0,0,1,0,1,Southpaw,182.88,185.42,135,1,0,0,3.63,0.4,0.9,1.28,0.33,2,5,22,0,0,0,1,2,3,0,6,Switch,167.64,167.64,135,35,31,0,0,-1,-5,-4,-16,0,-2,-2,15.24,17.78,-4,-2.32,-0.1,-0.08,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3,5:00,900,500,350,400,550,150,800
Bea Malecki,Josiane Nunes,Bea Malecki Josiane Nunes 8/21/2021,Josiane Nunes Bea Malecki 8/21/2021,-155,135,64.51612903,135,8/21/2021,"Las Vegas, Nevada, USA",USA,Blue,FALSE,Women's Bantamweight,FEMALE,3,0,0,0,10.61,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Southpaw,157.48,170.18,135,0,2,0,6.84,0.46,1.1,0,0,2,0,5,0,0,0,1,0,1,0,2,Orthodox,175.26,187.96,135,29,27,0,-2,-2,-2,0,-5,0,0,-1,-17.78,-17.78,-2,3.77,-1.1,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punch,1,4:54,294,165,330,550,1200,350,400
William Knight,Fabio Cherant,William Knight Fabio Cherant 8/21/2021,Fabio Cherant William Knight 8/21/2021,-170,150,58.82352941,150,8/21/2021,"Las Vegas, Nevada, USA",USA,Red,FALSE,Light Heavyweight,MALE,3,2,0,0,2.01,0.47,0,0,0,0,2,3,0,0,0,0,0,0,0,0,Southpaw,185.42,187.96,205,1,0,0,3.55,0.72,0.3,2.36,0.53,3,1,10,0,0,0,1,2,0,0,3,Orthodox,177.8,185.42,205,33,26,1,0,-3,-3,1,-7,0,-2,0,7.62,2.54,-7,-1.54,-0.3,-2.36,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punch,1,3:58,238,350,450,1400,600,120,500
Roosevelt Roberts,Ignacio Bahamondes,Roosevelt Roberts Ignacio Bahamondes 8/21/2021,Ignacio Bahamondes Roosevelt Roberts 8/21/2021,-155,135,64.51612903,135,8/21/2021,"Las Vegas, Nevada, USA",USA,Blue,FALSE,Lightweight,MALE,3,1,0,0,7.56,0.42,0,0,0,1,1,5,0,0,0,0,1,0,0,1,Orthodox,190.5,190.5,155,1,0,0,3.14,0.44,0.9,1.44,0.29,3,2,16,0,0,0,2,0,3,0,5,Orthodox,187.96,185.42,155,27,23,0,0,-2,-4,-1,-11,0,1,-3,2.54,5.08,-4,4.42,-0.9,-1.44,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Kick,3,4:55,895,180,330,330,1600,800,350
Sasha Palatnikov,Ramiz Brahimaj,Sasha Palatnikov Ramiz Brahimaj 8/21/2021,Ramiz Brahimaj Sasha Palatnikov 8/21/2021,145,-165,145,60.60606061,8/21/2021,"Las Vegas, Nevada, USA",USA,Blue,FALSE,Welterweight,MALE,3,1,0,0,3.15,0.36,1,2.05,1,0,1,3,0,0,0,0,0,0,0,0,Orthodox,177.8,182.88,170,1,0,0,6.69,0.53,0,0.72,1,1,1,5,0,0,0,0,1,0,0,1,Switch,185.42,182.88,170,32,28,0,0,-1,-1,0,-2,0,-1,0,-7.62,0,-4,-3.54,1,1.33,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,Rear Naked Choke,1,2:33,153,330,330,1400,175,300,1100
